"chr"	"start"	"end"	"name"	"gieStain"
"NW_015090794.1"	"5096934"	"5123818"	"DCUN1D3"	"gpos100"
"NW_015090794.1"	"5086228"	"5096967"	"LYRM1"	"gpos100"
"NW_015090794.1"	"2974296"	"3004198"	"ZNF598"	"gpos100"
"NW_015090766.1"	"1315101"	"1391717"	"AGTPBP1"	"gpos100"
"NW_015090794.1"	"2969942"	"2974279"	"LOC106884808"	"gpos100"
"NW_015090794.1"	"4848222"	"4895300"	"UNKL"	"gpos100"
"NW_015090794.1"	"12055911"	"12103922"	"NPRL3"	"gpos100"
"NW_015090794.1"	"12035488"	"12054213"	"MPG"	"gpos100"
"NW_015090794.1"	"7946146"	"7957857"	"BFAR"	"gpos100"
"NW_015090794.1"	"7987114"	"7991860"	"LOC106884813"	"gpos100"
"NW_015090794.1"	"12347153"	"12365578"	"LUC7L"	"gpos100"
"NW_015090794.1"	"9468910"	"9512446"	"USP7"	"gpos100"
"NW_015090794.1"	"446559"	"460608"	"LOC106884816"	"gpos100"
"NW_015090794.1"	"462318"	"477129"	"LOC106884817"	"gpos100"
"NW_015090794.1"	"483525"	"518900"	"KCNJ12"	"gpos100"
"NW_015090794.1"	"1531751"	"1559715"	"EPN2"	"gpos100"
"NW_015090794.1"	"10465548"	"11710172"	"RBFOX1"	"gpos100"
"NW_015090766.1"	"1391848"	"1417859"	"NAA35"	"gpos100"
"NW_015090762.1"	"664428"	"666048"	"LOC106884822"	"gpos100"
"NW_015090794.1"	"4777262"	"4815589"	"KCTD5"	"gpos100"
"NW_015090766.1"	"1418322"	"1447659"	"GOLM1"	"gpos100"
"NW_015090794.1"	"6684311"	"6746467"	"MYH11"	"gpos100"
"NW_015090794.1"	"12593076"	"12598479"	"LOC106884826"	"gpos100"
"NW_015090794.1"	"12582109"	"12592389"	"HMOX2"	"gpos100"
"NW_015090794.1"	"711465"	"783322"	"USP22"	"gpos100"
"NW_015090794.1"	"6910498"	"6925214"	"RRN3"	"gpos100"
"NW_015090794.1"	"6937118"	"6943138"	"RSL1D1"	"gpos100"
"NW_015090794.1"	"6927287"	"6936281"	"TMEM238"	"gpos100"
"NW_015090794.1"	"6872830"	"6902413"	"PDXDC1"	"gpos100"
"NW_015090794.1"	"6902658"	"6909598"	"NTAN1"	"gpos100"
"NW_015090794.1"	"3076218"	"3082979"	"NTHL1"	"gpos100"
"NW_015090794.1"	"3036552"	"3072984"	"SLC9A3R2"	"gpos100"
"NW_015090794.1"	"1181641"	"1240895"	"TOM1L2"	"gpos100"
"NW_015090766.1"	"2151750"	"2382416"	"AOPEP"	"gpos100"
"NW_015090794.1"	"637238"	"644161"	"DHRS7B"	"gpos100"
"NW_015090794.1"	"644683"	"652553"	"LOC106884839"	"gpos100"
"NW_015090794.1"	"652805"	"667741"	"LOC106884840"	"gpos100"
"NW_015090794.1"	"637965"	"641124"	"LOC106884841"	"gpos100"
"NW_015090794.1"	"9370635"	"9387171"	"HAPSTR1"	"gpos100"
"NW_015090794.1"	"1325108"	"1343331"	"ALKBH5"	"gpos100"
"NW_015090794.1"	"4747103"	"4777155"	"PDPK1"	"gpos100"
"NW_015090794.1"	"12424665"	"12433328"	"INTS15"	"gpos100"
"NW_015090794.1"	"12434879"	"12462854"	"NAA60"	"gpos100"
"NW_015090794.1"	"2528665"	"2559286"	"LOC106884847"	"gpos100"
"NW_015090794.1"	"7232067"	"7429429"	"SHISA9"	"gpos100"
"NW_015090794.1"	"7161601"	"7231848"	"CPPED1"	"gpos100"
"NW_015090794.1"	"7137068"	"7183355"	"LOC106884850"	"gpos100"
"NW_015090794.1"	"4025299"	"4031101"	"DCTN5"	"gpos100"
"NW_015090794.1"	"8362666"	"8434659"	"CLEC16A"	"gpos100"
"NW_015090794.1"	"5125494"	"5141369"	"REXO5"	"gpos100"
"NW_015090794.1"	"5147871"	"5161021"	"LOC106884854"	"gpos100"
"NW_015090794.1"	"11958150"	"12010694"	"RHBDF1"	"gpos100"
"NW_015090794.1"	"8511950"	"8539056"	"TEKT5"	"gpos100"
"NW_015090794.1"	"8501685"	"8584663"	"NUBP1"	"gpos100"
"NW_015090794.1"	"8595890"	"8616412"	"EMP2"	"gpos100"
"NW_015090794.1"	"8674784"	"8861158"	"GRIN2A"	"gpos100"
"NW_015090794.1"	"6947837"	"6975342"	"GSPT1"	"gpos100"
"NW_015090794.1"	"1419934"	"1441526"	"PRPSAP2"	"gpos100"
"NW_015090794.1"	"917886"	"932787"	"COPS3"	"gpos100"
"NW_015090794.1"	"9589877"	"9598555"	"PMM2"	"gpos100"
"NW_015090794.1"	"9552760"	"9588618"	"CARHSP1"	"gpos100"
"NW_015090794.1"	"3405529"	"3431811"	"MLST8"	"gpos100"
"NW_015090794.1"	"12675515"	"12769906"	"CREBBP"	"gpos100"
"NW_015090794.1"	"401541"	"406198"	"PTCD1"	"gpos100"
"NW_015090794.1"	"406287"	"414061"	"CPSF4"	"gpos100"
"NW_015090794.1"	"415331"	"417538"	"LOC106884869"	"gpos100"
"NW_015090794.1"	"415331"	"419853"	"LOC106884870"	"gpos100"
"NW_015090794.1"	"4938521"	"4971337"	"LOC106884871"	"gpos100"
"NW_015090794.1"	"226671"	"247633"	"SMURF1"	"gpos100"
"NW_015090794.1"	"13496270"	"13587760"	"RAB11FIP3"	"gpos100"
"NW_015090794.1"	"5407839"	"5426907"	"GPRC5B"	"gpos100"
"NW_015090794.1"	"5427012"	"5467018"	"IQCK"	"gpos100"
"NW_015090794.1"	"13390237"	"13470436"	"XPO6"	"gpos100"
"NW_015090794.1"	"5547626"	"5560917"	"CCP110"	"gpos100"
"NW_015090794.1"	"7692993"	"7708711"	"ERCC4"	"gpos100"
"NW_015090794.1"	"7697056"	"7726995"	"LOC106884879"	"gpos100"
"NW_015090766.1"	"584079"	"609183"	"UBQLN1"	"gpos100"
"NW_015090794.1"	"5829626"	"5837000"	"ARL6IP1"	"gpos100"
"NW_015090794.1"	"12928826"	"12954559"	"SRL"	"gpos100"
"NW_015090794.1"	"342398"	"358801"	"ARPC1A"	"gpos100"
"NW_015090794.1"	"12323736"	"12345797"	"FAM234A"	"gpos100"
"NW_015090762.1"	"682408"	"690203"	"PES1"	"gpos100"
"NW_015090794.1"	"12225137"	"12297356"	"LOC106884886"	"gpos100"
"NW_015090794.1"	"12206659"	"12224051"	"LOC106884887"	"gpos100"
"NW_015090794.1"	"8287547"	"8290740"	"SOCS1"	"gpos100"
"NW_015090794.1"	"8258142"	"8296979"	"LOC106884889"	"gpos100"
"NW_015090794.1"	"8302630"	"8331279"	"LOC106884890"	"gpos100"
"NW_015090794.1"	"12985194"	"13035783"	"LOC106884891"	"gpos100"
"NW_015090794.1"	"5012378"	"5017572"	"LDAF1"	"gpos100"
"NW_015090794.1"	"4817198"	"4829152"	"UBE2I"	"gpos100"
"NW_015090766.1"	"1489846"	"1527722"	"TUT7"	"gpos100"
"NW_015090794.1"	"11910478"	"11953335"	"GTF3C1"	"gpos100"
"NW_015090794.1"	"12110476"	"12112617"	"LOC106884896"	"gpos100"
"NW_015090794.1"	"139184"	"214379"	"RNF216"	"gpos100"
"NW_015090794.1"	"4835318"	"4843594"	"GNPTG"	"gpos100"
"NW_015090794.1"	"4831139"	"4835301"	"TSR3"	"gpos100"
"NW_015090794.1"	"3454389"	"3464102"	"ZDHHC4"	"gpos100"
"NW_015090794.1"	"5480697"	"5534023"	"VPS35L"	"gpos100"
"NW_015090794.1"	"8436180"	"8444936"	"DEXI"	"gpos100"
"NW_015090794.1"	"5186856"	"5199284"	"LOC106884903"	"gpos100"
"NW_015090794.1"	"5199339"	"5216770"	"LOC106884904"	"gpos100"
"NW_015090794.1"	"5213686"	"5241697"	"PDILT"	"gpos100"
"NW_015090794.1"	"12183978"	"12187112"	"MRPL28"	"gpos100"
"NW_015090794.1"	"4190938"	"4242678"	"USP31"	"gpos100"
"NW_015090794.1"	"1360151"	"1374883"	"FLII"	"gpos100"
"NW_015090794.1"	"4064997"	"4085710"	"UBFD1"	"gpos100"
"NW_015090766.1"	"2707490"	"2764329"	"ERCC6L2"	"gpos100"
"NW_015090794.1"	"4071711"	"4080254"	"LOC106884911"	"gpos100"
"NW_015090794.1"	"6748513"	"6765364"	"NDE1"	"gpos100"
"NW_015090794.1"	"7889766"	"7946027"	"PARN"	"gpos100"
"NW_015090794.1"	"8134245"	"8148771"	"LITAF"	"gpos100"
"NW_015090794.1"	"1109836"	"1151176"	"RAI1"	"gpos100"
"NW_015090794.1"	"3250343"	"3281363"	"RAB26"	"gpos100"
"NW_015090794.1"	"12602743"	"12643411"	"SLX4"	"gpos100"
"NW_015090794.1"	"2250966"	"2256806"	"SOX8"	"gpos100"
"NW_015090794.1"	"2258060"	"2262412"	"LOC106884919"	"gpos100"
"NW_015090794.1"	"4123675"	"4143457"	"COG7"	"gpos100"
"NW_015090794.1"	"12371388"	"12398177"	"CLCN7"	"gpos100"
"NW_015090794.1"	"5162163"	"5165815"	"THUMPD1"	"gpos100"
"NW_015090794.1"	"5166589"	"5175926"	"LOC106884923"	"gpos100"
"NW_015090794.1"	"3587627"	"3608134"	"LCMT1"	"gpos100"
"NW_015090794.1"	"572327"	"591407"	"MAP2K3"	"gpos100"
"NW_015090794.1"	"12557665"	"12580968"	"CDIP1"	"gpos100"
"NW_015090766.1"	"1481677"	"1486213"	"ISCA1"	"gpos100"
"NW_015090794.1"	"5570227"	"5599838"	"TMC5"	"gpos100"
"NW_015090794.1"	"5600943"	"5616868"	"TMC7"	"gpos100"
"NW_015090794.1"	"937264"	"945597"	"NT5M"	"gpos100"
"NW_015090794.1"	"13598615"	"13614674"	"SEPTIN12"	"gpos100"
"NW_015090794.1"	"13614699"	"13616186"	"MYADM"	"gpos100"
"NW_015090794.1"	"2889777"	"2904489"	"TBL3"	"gpos100"
"NW_015090766.1"	"2971832"	"3021244"	"CDC14B"	"gpos100"
"NW_015090794.1"	"2904905"	"2909485"	"NOXO1"	"gpos100"
"NW_015090794.1"	"2580754"	"2594549"	"RPUSD1"	"gpos100"
"NW_015090794.1"	"982103"	"984128"	"RASD1"	"gpos100"
"NW_015090794.1"	"977978"	"981177"	"LOC106884938"	"gpos100"
"NW_015090794.1"	"6863043"	"6871009"	"MPV17L"	"gpos100"
"NW_015090794.1"	"13356466"	"13379065"	"SBK1"	"gpos100"
"NW_015090794.1"	"5562525"	"5569009"	"GDE1"	"gpos100"
"NW_015090794.1"	"5467082"	"5477605"	"KNOP1"	"gpos100"
"NW_015090794.1"	"11842243"	"11910287"	"KATNIP"	"gpos100"
"NW_015090794.1"	"993635"	"1040850"	"PEMT"	"gpos100"
"NW_015090794.1"	"4463029"	"4474078"	"LOC106884945"	"gpos100"
"NW_015090794.1"	"11775472"	"11832757"	"GSG1L"	"gpos100"
"NW_015090794.1"	"4085826"	"4094427"	"LOC106884947"	"gpos100"
"NW_015090794.1"	"12472467"	"12529476"	"MGRN1"	"gpos100"
"NW_015090794.1"	"5837788"	"5842392"	"RPS15A"	"gpos100"
"NW_015090794.1"	"13199301"	"13225097"	"ANKS3"	"gpos100"
"NW_015090794.1"	"13485891"	"13494050"	"DECR2"	"gpos100"
"NW_015090794.1"	"385745"	"397180"	"PDAP1"	"gpos100"
"NW_015090794.1"	"2922802"	"2927693"	"GFER"	"gpos100"
"NW_015090794.1"	"1347982"	"1358960"	"LLGL1"	"gpos100"
"NW_015090762.1"	"692760"	"698950"	"TCN2"	"gpos100"
"NW_015090795.1"	"3410957"	"3435302"	"FRMD6"	"gpos100"
"NW_015090795.1"	"3728433"	"3731095"	"GNPNAT1"	"gpos100"
"NW_015090795.1"	"3659380"	"3681634"	"ERO1A"	"gpos100"
"NW_015090795.1"	"2621660"	"2629860"	"LRR1"	"gpos100"
"NW_015090795.1"	"1142121"	"1159947"	"LOC106884960"	"gpos100"
"NW_015090795.1"	"2027118"	"2036752"	"LOC106884961"	"gpos100"
"NW_015090795.1"	"962847"	"1002179"	"TOGARAM1"	"gpos100"
"NW_015090795.1"	"1018598"	"1022969"	"FKBP3"	"gpos100"
"NW_015090795.1"	"1023035"	"1137767"	"FANCM"	"gpos100"
"NW_015090795.1"	"1138145"	"1141732"	"LOC106884965"	"gpos100"
"NW_015090795.1"	"1559445"	"1816129"	"MDGA2"	"gpos100"
"NW_015090795.1"	"2631721"	"2635557"	"MGAT2"	"gpos100"
"NW_015090795.1"	"2637583"	"2653879"	"DNAAF2"	"gpos100"
"NW_015090795.1"	"2813572"	"2867921"	"SOS2"	"gpos100"
"NW_015090795.1"	"2868615"	"2883764"	"L2HGDH"	"gpos100"
"NW_015090766.1"	"2495327"	"2564472"	"PTCH1"	"gpos100"
"NW_015090795.1"	"2990273"	"3022488"	"ATL1"	"gpos100"
"NW_015090795.1"	"3022708"	"3044957"	"SAV1"	"gpos100"
"NW_015090795.1"	"3117178"	"3125605"	"ABHD12B"	"gpos100"
"NW_015090795.1"	"3343073"	"3348230"	"TMX1"	"gpos100"
"NW_015090795.1"	"3496155"	"3524448"	"NID2"	"gpos100"
"NW_015090795.1"	"3568232"	"3570765"	"LOC106884977"	"gpos100"
"NW_015090795.1"	"3757938"	"3813310"	"FERMT2"	"gpos100"
"NW_015090795.1"	"3846532"	"3923964"	"DDHD1"	"gpos100"
"NW_015090795.1"	"3126038"	"3136758"	"PYGL"	"gpos100"
"NW_015090795.1"	"2805955"	"2810428"	"VCPKMT"	"gpos100"
"NW_015090795.1"	"3162360"	"3168305"	"LOC106884982"	"gpos100"
"NW_015090795.1"	"3571224"	"3571846"	"LOC106884983"	"gpos100"
"NW_015090795.1"	"2617588"	"2619155"	"RPS29"	"gpos100"
"NW_015090795.1"	"916133"	"918336"	"LOC106884985"	"gpos100"
"NW_015090795.1"	"3357346"	"3372146"	"LOC106884986"	"gpos100"
"NW_015090795.1"	"2679576"	"2725496"	"KLHDC1"	"gpos100"
"NW_015090795.1"	"2888286"	"2906103"	"CDKL1"	"gpos100"
"NW_015090795.1"	"2883537"	"2887311"	"DMAC2L"	"gpos100"
"NW_015090795.1"	"2887491"	"2888135"	"LOC106884990"	"gpos100"
"NW_015090795.1"	"1006239"	"1018120"	"PRPF39"	"gpos100"
"NW_015090795.1"	"3483985"	"3495995"	"RTRAF"	"gpos100"
"NW_015090795.1"	"2907310"	"2978897"	"MAP4K5"	"gpos100"
"NW_015090766.1"	"662647"	"700054"	"KIF27"	"gpos100"
"NW_015090795.1"	"2777608"	"2781276"	"ARF6"	"gpos100"
"NW_015090795.1"	"3172483"	"3288260"	"TRIM9"	"gpos100"
"NW_015090795.1"	"3602729"	"3640966"	"TXNDC16"	"gpos100"
"NW_015090795.1"	"3578667"	"3583801"	"LOC106884998"	"gpos100"
"NW_015090795.1"	"1030064"	"1041930"	"LOC106884999"	"gpos100"
"NW_015090795.1"	"3042532"	"3106854"	"NIN"	"gpos100"
"NW_015090795.1"	"951788"	"962591"	"KLHL28"	"gpos100"
"NW_015090766.1"	"2068674"	"2073984"	"CTSL"	"gpos100"
"NW_015090795.1"	"3684088"	"3694629"	"PSMC6"	"gpos100"
"NW_015090795.1"	"2654146"	"2674035"	"POLE2"	"gpos100"
"NW_015090795.1"	"2726575"	"2742067"	"KLHDC2"	"gpos100"
"NW_015090795.1"	"2742704"	"2765934"	"NEMF"	"gpos100"
"NW_015090795.1"	"4161663"	"4184605"	"BMP4"	"gpos100"
"NW_015090795.1"	"3472104"	"3475264"	"GNG2"	"gpos100"
"NW_015090795.1"	"3641211"	"3657977"	"GPR137C"	"gpos100"
"NW_015090766.1"	"406611"	"487788"	"FRMD3"	"gpos100"
"NW_015090795.1"	"3696982"	"3725399"	"STYX"	"gpos100"
"NW_015090795.1"	"235334"	"244929"	"LRFN5"	"gpos100"
"NW_015090796.1"	"40528"	"73995"	"ARSK"	"gpos100"
"NW_015090796.1"	"27656"	"30379"	"RFESD"	"gpos100"
"NW_015090796.1"	"132436"	"161117"	"FAM81B"	"gpos100"
"NW_015090796.1"	"165042"	"507409"	"MCTP1"	"gpos100"
"NW_015090796.1"	"515759"	"517393"	"LOC106885017"	"gpos100"
"NW_015090796.1"	"1499231"	"1500937"	"LOC106885018"	"gpos100"
"NW_015090767.1"	"1223672"	"1276741"	"LOC106885019"	"gpos100"
"NW_015090796.1"	"1529041"	"1530582"	"LOC106885020"	"gpos100"
"NW_015090796.1"	"3967000"	"4020609"	"RASA1"	"gpos100"
"NW_015090796.1"	"4257609"	"4259147"	"LOC106885022"	"gpos100"
"NW_015090796.1"	"868868"	"1235577"	"FAM172A"	"gpos100"
"NW_015090767.1"	"105427"	"197889"	"SMAP1"	"gpos100"
"NW_015090796.1"	"4195380"	"4197926"	"LOC106885025"	"gpos100"
"NW_015090796.1"	"3748720"	"3752049"	"LOC106885026"	"gpos100"
"NW_015090796.1"	"1325566"	"1351174"	"LOC106885027"	"gpos100"
"NW_015090796.1"	"4029479"	"4036607"	"LOC106885028"	"gpos100"
"NW_015090796.1"	"3827857"	"3891432"	"LOC106885029"	"gpos100"
"NW_015090796.1"	"3304643"	"3428135"	"MEF2C"	"gpos100"
"NW_015090796.1"	"3263561"	"3300392"	"LOC106885031"	"gpos100"
"NW_015090767.1"	"3114692"	"3158074"	"EYS"	"gpos100"
"NW_015090762.1"	"1830015"	"1842636"	"LRRC74B"	"gpos100"
"NW_015090796.1"	"3951461"	"3966416"	"CCNH"	"gpos100"
"NW_015090796.1"	"3960245"	"3962477"	"LOC106885035"	"gpos100"
"NW_015090767.1"	"80103"	"82322"	"LOC106885036"	"gpos100"
"NW_015090796.1"	"3470003"	"3597902"	"LOC106885037"	"gpos100"
"NW_015090796.1"	"2278412"	"2293062"	"ARRDC3"	"gpos100"
"NW_015090796.1"	"523138"	"564254"	"SLF1"	"gpos100"
"NW_015090767.1"	"605929"	"607741"	"LOC106885040"	"gpos100"
"NW_015090796.1"	"564047"	"855208"	"KIAA0825"	"gpos100"
"NW_015090796.1"	"2707498"	"2719262"	"MBLAC2"	"gpos100"
"NW_015090796.1"	"2720157"	"2725163"	"LOC106885043"	"gpos100"
"NW_015090796.1"	"2681898"	"2685734"	"LYSMD3"	"gpos100"
"NW_015090796.1"	"2688983"	"2707392"	"POLR3G"	"gpos100"
"NW_015090796.1"	"2675596"	"2681874"	"LOC106885046"	"gpos100"
"NW_015090796.1"	"3637579"	"3683883"	"TMEM161B"	"gpos100"
"NW_015090796.1"	"74083"	"128953"	"SKIC3"	"gpos100"
"NW_015090767.1"	"85612"	"105341"	"B3GAT2"	"gpos100"
"NW_015090796.1"	"1259460"	"1269433"	"NR2F1"	"gpos100"
"NW_015090796.1"	"2725329"	"2737316"	"CETN3"	"gpos100"
"NW_015090796.1"	"2375863"	"2653338"	"ADGRV1"	"gpos100"
"NW_015090797.1"	"1915339"	"1925304"	"LOC106885053"	"gpos100"
"NW_015090797.1"	"5258168"	"5272181"	"MCM4"	"gpos100"
"NW_015090797.1"	"5581"	"45766"	"LOC106885055"	"gpos100"
"NW_015090797.1"	"4949994"	"5158196"	"SPIDR"	"gpos100"
"NW_015090797.1"	"5701537"	"5705293"	"SNAI2"	"gpos100"
"NW_015090767.1"	"183364"	"191896"	"LOC106885058"	"gpos100"
"NW_015090797.1"	"3606446"	"3638617"	"LOC106885059"	"gpos100"
"NW_015090797.1"	"7603226"	"7625030"	"OPRK1"	"gpos100"
"NW_015090797.1"	"4883418"	"4941260"	"LOC106885061"	"gpos100"
"NW_015090797.1"	"3071609"	"3096181"	"LOC106885062"	"gpos100"
"NW_015090797.1"	"247467"	"252998"	"LOC106885063"	"gpos100"
"NW_015090797.1"	"1023707"	"1097496"	"TAF4B"	"gpos100"
"NW_015090767.1"	"392900"	"586283"	"COL19A1"	"gpos100"
"NW_015090797.1"	"2922654"	"2966928"	"DSC1"	"gpos100"
"NW_015090797.1"	"3413290"	"3418005"	"RNF125"	"gpos100"
"NW_015090797.1"	"3490140"	"3597661"	"GAREM1"	"gpos100"
"NW_015090797.1"	"5773642"	"5776931"	"PPDPFL"	"gpos100"
"NW_015090797.1"	"7825690"	"7854477"	"RGS20"	"gpos100"
"NW_015090797.1"	"3669804"	"3732971"	"KLHL14"	"gpos100"
"NW_015090797.1"	"4388374"	"4393831"	"LOC106885072"	"gpos100"
"NW_015090797.1"	"1351608"	"1447675"	"CHST9"	"gpos100"
"NW_015090797.1"	"234770"	"244413"	"LOC106885074"	"gpos100"
"NW_015090797.1"	"5330864"	"5411732"	"LOC106885075"	"gpos100"
"NW_015090797.1"	"3442890"	"3468655"	"MEP1B"	"gpos100"
"NW_015090797.1"	"7539945"	"7541476"	"NPBWR1"	"gpos100"
"NW_015090797.1"	"3801498"	"3962865"	"CCDC178"	"gpos100"
"NW_015090797.1"	"3274414"	"3289245"	"LOC106885079"	"gpos100"
"NW_015090797.1"	"3168497"	"3207451"	"B4GALT6"	"gpos100"
"NW_015090797.1"	"3149836"	"3158185"	"LOC106885081"	"gpos100"
"NW_015090797.1"	"3160135"	"3167441"	"LOC106885082"	"gpos100"
"NW_015090797.1"	"1686566"	"1803398"	"CDH2"	"gpos100"
"NW_015090797.1"	"119282"	"198934"	"OSBPL1A"	"gpos100"
"NW_015090797.1"	"64218"	"103068"	"TTC39C"	"gpos100"
"NW_015090797.1"	"110189"	"118102"	"CABYR"	"gpos100"
"NW_015090797.1"	"4509404"	"4700060"	"DTNA"	"gpos100"
"NW_015090797.1"	"6861143"	"6907039"	"PCMTD1"	"gpos100"
"NW_015090797.1"	"7336510"	"7413875"	"RB1CC1"	"gpos100"
"NW_015090797.1"	"5290177"	"5320433"	"UBE2V2"	"gpos100"
"NW_015090767.1"	"344944"	"400037"	"COL9A1"	"gpos100"
"NW_015090797.1"	"4773877"	"4880860"	"MAPRE2"	"gpos100"
"NW_015090797.1"	"3340613"	"3395336"	"TRAPPC8"	"gpos100"
"NW_015090797.1"	"443239"	"677012"	"ZNF521"	"gpos100"
"NW_015090762.1"	"1845072"	"1856156"	"P2RX6"	"gpos100"
"NW_015090767.1"	"199101"	"292642"	"FAM135A"	"gpos100"
"NW_015090797.1"	"573191"	"579499"	"LOC106885097"	"gpos100"
"NW_015090797.1"	"7897092"	"7910109"	"LYPLA1"	"gpos100"
"NW_015090797.1"	"938343"	"980160"	"SS18"	"gpos100"
"NW_015090797.1"	"4021580"	"4122136"	"ASXL3"	"gpos100"
"NW_015090797.1"	"3424237"	"3434528"	"RNF138"	"gpos100"
"NW_015090797.1"	"5170466"	"5255914"	"PRKDC"	"gpos100"
"NW_015090797.1"	"7914187"	"7925393"	"MRPL15"	"gpos100"
"NW_015090797.1"	"1323308"	"1336721"	"AQP4"	"gpos100"
"NW_015090797.1"	"6226234"	"6455165"	"SNTG1"	"gpos100"
"NW_015090797.1"	"1125997"	"1234327"	"KCTD1"	"gpos100"
"NW_015090797.1"	"7859339"	"7890104"	"TCEA1"	"gpos100"
"NW_015090797.1"	"209715"	"226494"	"IMPACT"	"gpos100"
"NW_015090767.1"	"771547"	"1221854"	"ADGRB3"	"gpos100"
"NW_015090797.1"	"203511"	"208346"	"LOC106885110"	"gpos100"
"NW_015090797.1"	"7747423"	"7796550"	"ATP6V1H"	"gpos100"
"NW_015090797.1"	"4175405"	"4383742"	"NOL4"	"gpos100"
"NW_015090797.1"	"4383147"	"4384508"	"LOC106885113"	"gpos100"
"NW_015090797.1"	"3102079"	"3126572"	"DSG2"	"gpos100"
"NW_015090797.1"	"6971178"	"7137625"	"ST18"	"gpos100"
"NW_015090767.1"	"12371"	"24414"	"OGFRL1"	"gpos100"
"NW_015090798.1"	"4622211"	"4643076"	"ANAPC4"	"gpos100"
"NW_015090798.1"	"919201"	"940340"	"LOC106885118"	"gpos100"
"NW_015090798.1"	"4692373"	"4714138"	"SLC34A2"	"gpos100"
"NW_015090798.1"	"567152"	"623891"	"CPEB2"	"gpos100"
"NW_015090798.1"	"1664106"	"1665729"	"MED28"	"gpos100"
"NW_015090798.1"	"2332501"	"2787006"	"SLIT2"	"gpos100"
"NW_015090798.1"	"3452528"	"3518083"	"LOC106885123"	"gpos100"
"NW_015090798.1"	"3573159"	"3713596"	"LOC106885124"	"gpos100"
"NW_015090798.1"	"4421018"	"4489739"	"CCDC149"	"gpos100"
"NW_015090767.1"	"3160135"	"3181341"	"LOC106885126"	"gpos100"
"NW_015090798.1"	"4643120"	"4647223"	"LOC106885127"	"gpos100"
"NW_015090798.1"	"4991608"	"5053178"	"TBC1D19"	"gpos100"
"NW_015090798.1"	"5082272"	"5084701"	"LOC106885129"	"gpos100"
"NW_015090798.1"	"4318518"	"4320397"	"LOC106885130"	"gpos100"
"NW_015090798.1"	"3432534"	"3439174"	"LOC106885131"	"gpos100"
"NW_015090798.1"	"691531"	"741877"	"C1QTNF7"	"gpos100"
"NW_015090798.1"	"960851"	"964145"	"FGFBP1"	"gpos100"
"NW_015090798.1"	"981946"	"984598"	"FGFBP2"	"gpos100"
"NW_015090798.1"	"4960236"	"4966892"	"CCKAR"	"gpos100"
"NW_015090767.1"	"611049"	"664317"	"LMBRD1"	"gpos100"
"NW_015090798.1"	"2124872"	"2128019"	"LOC106885137"	"gpos100"
"NW_015090798.1"	"2177251"	"2204189"	"LOC106885138"	"gpos100"
"NW_015090798.1"	"2113086"	"2122889"	"LOC106885139"	"gpos100"
"NW_015090798.1"	"4328844"	"4389440"	"DHX15"	"gpos100"
"NW_015090798.1"	"4418631"	"4420168"	"SOD3"	"gpos100"
"NW_015090798.1"	"4389602"	"4399006"	"LOC106885142"	"gpos100"
"NW_015090798.1"	"4399022"	"4410549"	"LOC106885143"	"gpos100"
"NW_015090798.1"	"1778166"	"1831698"	"LCORL"	"gpos100"
"NW_015090798.1"	"1733797"	"1774259"	"NCAPG"	"gpos100"
"NW_015090798.1"	"422"	"41706"	"BOD1L1"	"gpos100"
"NW_015090798.1"	"4756"	"8087"	"LOC106885147"	"gpos100"
"NW_015090798.1"	"814838"	"852205"	"FBXL5"	"gpos100"
"NW_015090798.1"	"2847209"	"3338620"	"KCNIP4"	"gpos100"
"NW_015090768.1"	"1000392"	"1004242"	"LOC106885150"	"gpos100"
"NW_015090798.1"	"2833080"	"2869599"	"PACRGL"	"gpos100"
"NW_015090768.1"	"1144417"	"1164229"	"CTH"	"gpos100"
"NW_015090798.1"	"4553225"	"4578806"	"SEPSECS"	"gpos100"
"NW_015090798.1"	"4582963"	"4606806"	"PI4K2B"	"gpos100"
"NW_015090798.1"	"4774293"	"4944376"	"RBPJ"	"gpos100"
"NW_015090798.1"	"1629549"	"1641000"	"QDPR"	"gpos100"
"NW_015090798.1"	"1641587"	"1647133"	"CLRN2"	"gpos100"
"NW_015090798.1"	"1648750"	"1663202"	"LAP3"	"gpos100"
"NW_015090798.1"	"753167"	"810907"	"CC2D2A"	"gpos100"
"NW_015090798.1"	"1679046"	"1731882"	"LOC106885160"	"gpos100"
"NW_015090762.1"	"1337905"	"1418449"	"RTN4R"	"gpos100"
"NW_015090798.1"	"1667307"	"1671376"	"LOC106885162"	"gpos100"
"NW_015090768.1"	"1687194"	"1688756"	"DIRAS3"	"gpos100"
"NW_015090798.1"	"3871551"	"4304085"	"PPARGC1A"	"gpos100"
"NW_015090798.1"	"2805378"	"2808650"	"LOC106885165"	"gpos100"
"NW_015090798.1"	"988363"	"1054623"	"PROM1"	"gpos100"
"NW_015090798.1"	"1087232"	"1130423"	"TAPT1"	"gpos100"
"NW_015090768.1"	"2363101"	"2400350"	"LEPR"	"gpos100"
"NW_015090798.1"	"1204741"	"1439610"	"LDB2"	"gpos100"
"NW_015090798.1"	"857518"	"875910"	"BST1"	"gpos100"
"NW_015090798.1"	"4509020"	"4527697"	"LGI2"	"gpos100"
"NW_015090798.1"	"4765612"	"4769375"	"SMIM20"	"gpos100"
