GID,KEGG,KEGG_DESCRIPTION
106885016,,
106885017,,
106885018,,
106885020,,
106885021,K04352,"RASA1, RASGAP; Ras GTPase-activating protein 1"
106885022,,
106885023,,
106885025,K02272,COX7C; cytochrome c oxidase subunit 7c
106885024,K12486,SMAP; stromal membrane-associated protein
106885030,K04454,MEF2C; MADS-box transcription enhancer factor 2C
106885032,K19601,EYS; protein eyes shut
106885034,K06634,CCNH; cyclin H
106885035,,
106885038,,
106885039,,
106885041,K24554,KIAA0825; protein KIAA0825
106885042,,
106885040,K14617,LMBRD1; LMBR1 domain-containing protein 1
106885044,,
106885045,K03024,"RPC7, POLR3G; DNA-directed RNA polymerase III subunit RPC7"
106885047,,
106885048,K12600,"SKI3, TTC37; superkiller protein 3"
106885050,K08547,"NR2F1, TFCOUP1; COUP transcription factor 1"
106885051,K16466,"CETN3, CDC31; centrin-3"
106885049,K10157,B3GAT2; galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 2 [EC:2.4.1.135]
106885052,K18263,"ADGRV1, GPR98, USH2C; adhesion G-protein coupled receptor V1"
106885054,K02212,"MCM4, CDC54; DNA replication licensing factor MCM4 [EC:5.6.2.3]"
106885055,K06240,"LAMA3_5; laminin, alpha 3/5"
106885056,K22806,SPIDR; DNA repair-scaffolding protein
106885057,K05706,"SNAI2, SLUG; snail 2"
106885059,K07903,RAB10; Ras-related protein Rab-10
106885060,K04214,OPRK1; kappa-type opioid receptor
106885033,,
106885061,K00993,EPT1; ethanolaminephosphotransferase [EC:2.7.8.1]
106885062,K07599,DSG4; desmoglein 4
106885063,K04151,HRH3; histamine receptor H3
106885064,K03129,TAF4; transcription initiation factor TFIID subunit 4
106885066,K07601,DSC2; desmocollin 2
106885067,K12170,RNF125; E3 ubiquitin-protein ligase RNF125 [EC:2.3.2.27]
106885068,,
106885065,K24340,COL19A; collagen type XIX alpha
106885069,,
106885070,K16449,RGS; regulator of G-protein signaling
106885071,K10451,KLHL14; kelch-like protein 14
106885073,K09673,CHST9; carbohydrate 4-sulfotransferase 9 [EC:2.8.2.-]
106885074,K04151,HRH3; histamine receptor H3
106885075,,
106885076,K08606,MEP1B; meprin B [EC:3.4.24.63]
106885077,K05268,NPBWR1; neuropeptides B/W receptor 1
106885078,,
106885079,K08385,OPN5; G0-opsin
106885080,K07553,"B4GALT6; beta-1,4-galactosyltransferase 6 [EC:2.4.1.274]"
106885081,K20731,TTR; transthyretin
106885082,K20731,TTR; transthyretin
106885083,K06736,"CDH2, CDHN, CD325; cadherin 2, type 1, N-cadherin"
106885084,K20174,"OSBPL1_2, ORP1_2; oxysterol-binding protein-related protein 1/2"
106885085,K24943,TTC39; tetratricopeptide repeat protein 39
106885086,K25629,CABYR; calcium-binding tyrosine phosphorylation-regulated protein
106885087,,
106885088,,
106885089,K17589,RB1CC1; RB1-inducible coiled-coil protein 1
106885090,K10704,UBE2V; ubiquitin-conjugating enzyme E2 variant
106885092,K10436,"MAPRE; microtubule-associated protein, RP/EB family"
106885091,K08131,COL9A; collagen type IX alpha
106885093,K20305,"TRAPPC8, TRS85; trafficking protein particle complex subunit 8"
106885094,K24916,"ZNF521, EVI3; zinc finger protein 521"
106885098,K06128,LYPLA1; lysophospholipase I [EC:3.1.1.5]
106885096,,
106885099,K15623,"SS18, SSXT, SYT, CREST; protein SSXT"
106885100,K11471,ASXL; additional sex combs-like protein
106885101,K10668,RNF138; E3 ubiquitin-protein ligase RNF138 [EC:2.3.2.27]
106885102,K06642,PRKDC; DNA-dependent protein kinase catalytic subunit [EC:2.7.11.1]
106885103,K02876,"RP-L15, MRPL15, rplO; large subunit ribosomal protein L15"
106885104,K09866,AQP4; aquaporin-4
106885105,K24065,SNTG; gamma-syntrophin
106885106,K21754,KCTD1_15; BTB/POZ domain-containing protein KCTD1/15
106885107,K03145,TFIIS; transcription elongation factor S-II
106885108,,
106885111,K02144,ATPeV1H; V-type H+-transporting ATPase subunit H
106885109,K04598,"ADGRB3, BAI3; adhesion G protein-coupled receptor B3"
106885112,,
106885095,K05221,"P2RX6, P2RXL1; P2X purinoceptor 6"
106885114,K07597,DSG2; desmoglein 2
106885115,K24386,ST18; suppression of tumorigenicity 18 protein
106885116,,
106885117,K03351,"APC4, ANAPC4; anaphase-promoting complex subunit 4"
106885118,K01242,CD38; ADP-ribosyl cyclase 1 [EC:3.2.2.6 2.4.99.20]
106885119,K14683,"SLC34A, NPT, nptA; solute carrier family 34 (sodium-dependent phosphate cotransporter)"
106885120,K02602,"CPEB, ORB; cytoplasmic polyadenylation element-binding protein"
106885121,K15141,MED28; mediator of RNA polymerase II transcription subunit 28
106885122,K06839,SLIT2; slit 2
106885123,K08462,"ADGRA3, GPR125; adhesion G protein-coupled receptor A3"
106885124,K05350,bglB; beta-glucosidase [EC:3.2.1.21]
106885125,,
106885127,K03351,"APC4, ANAPC4; anaphase-promoting complex subunit 4"
106885128,,
106885129,,
106885126,,
106885131,K08462,"ADGRA3, GPR125; adhesion G protein-coupled receptor A3"
106885132,K24218,C1QTNF7; complement C1q and tumor necrosis factor-related protein 7
106885133,K25535,FGFBP; fibroblast growth factor-binding protein
106885134,K25535,FGFBP; fibroblast growth factor-binding protein
106885135,K04194,CCKAR; cholecystokinin A receptor
106885140,K12820,"DHX15, PRP43; pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43 [EC:3.6.4.13]"
106885136,K14617,LMBRD1; LMBR1 domain-containing protein 1
106885141,K16627,"SOD3; superoxide dismutase, Cu-Zn family [EC:1.15.1.1]"
106885144,,
106885145,K06678,"YCG1, CAPG; condensin complex subunit 3"
106885146,,
106885148,K10271,FBXL5; F-box and leucine-rich repeat protein 5
106885149,K23855,KCNIP; Kv channel-interacting protein
106885151,,
106885153,K03341,SEPSECS; O-phospho-L-seryl-tRNASec:L-selenocysteinyl-tRNA synthase [EC:2.9.1.2]
106885154,K13711,PI4K2; phosphatidylinositol 4-kinase type 2 [EC:2.7.1.67]
106885152,K01758,CTH; cystathionine gamma-lyase [EC:4.4.1.1]
106885155,K06053,"RBPSUH, RBPJK; recombining binding protein suppressor of hairless"
106885156,K00357,QDPR; dihydropteridine reductase [EC:1.5.1.34]
106885157,K23841,CLRN; clarin
106885158,K11142,LAP3; cytosol aminopeptidase [EC:3.4.11.1 3.4.11.5]
106885159,K19352,CC2D2A; coiled-coil and C2 domain-containing protein 2A
106885160,,
106885162,,
106885164,K07202,"PPARGC1A, PGC1A; alpha peroxisome proliferator-activated receptor gamma coactivator 1-alpha"
106885163,K07841,"DIRAS2; DIRAS family, GTP-binding Ras-like 2"
106885165,,
106885166,K06532,"PROM1, CD133; prominin 1"
106885167,K23404,TAPT1; transmembrane anterior posterior transformation protein 1
106885169,K24143,LDB2; LIM domain-binding protein 2
106885168,K05062,"LEPR, CD295; leptin receptor"
106885170,K18152,"BST1, CD157; ADP-ribosyl cyclase 2 [EC:3.2.2.6 2.4.99.20]"
106885171,K25429,LGI2; leucine-rich repeat LGI family member 2
106885172,,
106885173,,
106885175,K25177,ZCCHC4; rRNA N6-adenosine-methyltransferase ZCCHC4 [EC:2.1.1.-]
106885176,K10628,RAG1; V(D)J recombination-activating protein 1 [EC:2.3.2.27]
106885177,K24362,PAMR1; inactive serine protease PAMR1
106885161,K16659,"RTN4R, NGR; reticulon-4 receptor"
106885174,,
106885178,K10988,RAG2; recombination-activating protein 2
106885179,,
106885180,K22565,COMMD9; COMM domain containing 9
106885181,K22565,COMMD9; COMM domain containing 9
106885184,K13997,PDHX; dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex
106885186,K08964,mtnB; methylthioribulose-1-phosphate dehydratase [EC:4.2.1.109]
106885187,K05613,"SLC1A2, EAAT2; solute carrier family 1 (glial high affinity glutamate transporter), member 2"
106885185,K08740,MSH4; DNA mismatch repair protein MSH4
106885188,K03175,TRAF6; TNF receptor-associated factor 6 [EC:2.3.2.27]
106885189,K20411,"PRR5, PROTOR; proline-rich protein 5"
106885192,,
106885193,,
106885194,K06256,CD44; CD44 antigen
106885196,K07523,"LRRC4C, NGL1; netrin-G1 ligand"
106885195,,
106885197,K24931,TTC17; tetratricopeptide repeat protein 17
106885198,K17102,EHF; ETS homologous factor
106885199,,
106885200,K12557,"MYBPC1; myosin-binding protein C, slow-type"
106885202,K18744,"CAPRIN2, EEG1; caprin-2"
106885201,K00976,FPGT; fucose-1-phosphate guanylyltransferase [EC:2.7.7.30]
106885203,K00444,"WNT5; wingless-type MMTV integration site family, member 5"
106885205,K17411,MRPS33; small subunit ribosomal protein S33
106885206,K16757,CCDC77; coiled-coil domain-containing protein 77
106885208,K01619,"deoC, DERA; deoxyribose-phosphate aldolase [EC:4.1.2.4]"
106885209,,
106885210,K12495,IQSEC; IQ motif and SEC7 domain-containing protein
106885207,,
106885211,K16330,K16330; pseudouridylate synthase / pseudouridine kinase [EC:4.2.1.70 2.7.1.83]
106885213,K10873,RAD52; DNA repair and recombination protein RAD52
106885214,K21955,DRAM1; DNA damage-regulated autophagy modulator protein 1
106885212,K13199,SERBP1; plasminogen activator inhibitor 1 RNA-binding protein
106885215,,
106885216,K19910,SYT10; synaptotagmin-10
106885217,,
106885218,K10364,"CAPZA; capping protein (actin filament) muscle Z-line, alpha"
106885219,K17198,RERGL; Ras-related and estrogen-regulated growth inhibitor-like protein
106885221,K00011,AKR1B; aldehyde reductase [EC:1.1.1.21]
106885223,K09656,"B4GALNT3; beta-1,4-N-acetylgalactosaminyltransferase 3 [EC:2.4.1.244]"
106885220,K05065,IL23R; interleukin 23 receptor
106885224,K01310,CTRB; chymotrypsin [EC:3.4.21.1]
106885226,K18739,BICD; protein bicaudal D
106885227,,
106885228,K16642,PTN; pleiotrophin
106885229,K09048,CREB3; cyclic AMP-responsive element-binding protein 3
106885230,,
106885232,,
106885233,K11445,"KDM7A, JHDM1D; [histone H3]-dimethyl-L-lysine9 demethylase [EC:1.14.11.65 1.14.11.-]"
106885234,K08881,"TRIM24, TIF1A; tripartite motif-containing protein 24 [EC:2.3.2.27]"
106885231,K15281,SLC35D; solute carrier family 35
106885235,K15259,PARP7S; poly [ADP-ribose] polymerase 7/11/12/13 [EC:2.4.2.30]
106885236,K00501,TH; tyrosine 3-monooxygenase [EC:1.14.16.2]
106885237,K09067,ASCL; achaete-scute complex protein
106885238,K09067,ASCL; achaete-scute complex protein
106885239,,
106885240,K14966,HCFC; host cell factor
106885241,K01017,CHST11; chondroitin 4-sulfotransferase 11 [EC:2.8.2.5]
106885243,K00289,ALDH1L; formyltetrahydrofolate dehydrogenase [EC:1.5.1.6]
106885244,K19947,MICAL; F-actin monooxygenase [EC:1.14.13.225]
106885242,K15281,SLC35D; solute carrier family 35
106885245,K24723,"DNAI4, WDR78; dynein axonemal intermediate chain 4"
106885246,K04726,BID; BH3 interacting domain death agonist
106885225,K01019,GAL3ST1; galactosylceramide sulfotransferase [EC:2.8.2.11]
106885248,K15485,"BCL2L13, BCL-RAMBO; Bcl-2-like protein 13"
106885249,K03460,"SLCO1A; solute carrier organic anion transporter family, member 1A"
106885251,K17047,RAB19; Ras-related protein Rab-19
106885252,K00923,PIK3C2; phosphatidylinositol-4-phosphate 3-kinase [EC:2.7.1.154]
106885250,K25000,RAVER2; ribonucleoprotein PTB-binding 2
106885253,K11846,USP18_41; ubiquitin carboxyl-terminal hydrolase 18/41 [EC:3.4.19.12]
106885254,,
106885255,K02154,"ATPeV0A, ATP6N; V-type H+-transporting ATPase subunit a"
106885256,,
106885258,K15259,PARP7S; poly [ADP-ribose] polymerase 7/11/12/13 [EC:2.4.2.30]
106885261,K08039,IAPP; islet amyloid polypeptide
106885262,,
106885259,,
106885263,K15259,PARP7S; poly [ADP-ribose] polymerase 7/11/12/13 [EC:2.4.2.30]
106885265,,
106885266,K05861,"PLCZ; phosphatidylinositol phospholipase C, zeta [EC:3.1.4.11]"
106885269,,
106885270,K09440,SPIC; transcription factor Spi-C
106885272,K14639,"SLC15A5; solute carrier family 15, member 5"
106885273,K04850,"CACNA1C, CAV1.2; voltage-dependent calcium channel L type alpha-1C"
106885274,K12611,DCP1B; mRNA-decapping enzyme 1B [EC:3.-.-.-]
106885276,K06632,WEE1; wee1-like protein kinase [EC:2.7.11.1]
106885277,,
106885278,K09881,AGK; acylglycerol kinase [EC:2.7.1.94]
106885280,,
106885281,K00011,AKR1B; aldehyde reductase [EC:1.1.1.21]
106885279,K04260,PTGER3; prostaglandin E receptor 3
106885282,K00011,AKR1B; aldehyde reductase [EC:1.1.1.21]
106885283,K00011,AKR1B; aldehyde reductase [EC:1.1.1.21]
106885284,K01837,BPGM; bisphosphoglycerate/phosphoglycerate mutase [EC:5.4.2.4 5.4.2.11]
106885285,K00011,AKR1B; aldehyde reductase [EC:1.1.1.21]
106885286,K08867,"WNK, PRKWNK; WNK lysine deficient protein kinase [EC:2.7.11.1]"
106885287,K09375,LHX6_8; LIM homeobox protein 6/8
106885288,K17065,DNM1L; dynamin 1-like protein [EC:3.6.5.5]
106885290,K01866,"YARS, tyrS; tyrosyl-tRNA synthetase [EC:6.1.1.1]"
106885291,K08239,GNPTAB; UDP-N-acetylglucosamine-lysosomal-enzyme [EC:2.7.8.17]
106885289,K06775,NEGR1; neuronal growth regulator 1
106885292,K00994,"CHPT1, CPT1; diacylglycerol cholinephosphotransferase [EC:2.7.8.2]"
106885293,K19528,SYCP3; synaptonemal complex protein 3
106885294,K04365,BRAF; B-Raf proto-oncogene serine/threonine-protein kinase [EC:2.7.11.1]
106885295,K05723,"FGD4; FYVE, RhoGEF and PH domain containing 4"
106885297,K18035,PTPRO; receptor-type tyrosine-protein phosphatase O [EC:3.1.3.48]
106885296,K22001,INSL5; insulin-like 5
106885298,K17277,EPS8; epidermal growth factor receptor kinase substrate 8
106885299,K11273,"DDX11, CHL1, CTF1; chromosome transmission fidelity protein 1 [EC:3.6.4.13]"
106885301,K18461,WASH1; WAS protein family homolog 1
106885302,,
106885300,K05064,IL12RB2; interleukin 12 receptor beta-2
106885303,K16642,PTN; pleiotrophin
106885304,K09487,"HSP90B, TRA1; heat shock protein 90kDa beta"
106885305,K23797,PLEKHA4_5_6_7; pleckstrin homology domain-containing family A member 4/5/6/7
106885307,K08826,HIPK; homeodomain interacting protein kinase [EC:2.7.11.1]
106885309,K07297,ADIPOR; adiponectin receptor
106885310,K20164,DENND5; DENN domain-containing protein 5
106885312,K05046,"SLC6A13, GAT2; solute carrier family 6 (neurotransmitter transporter, GABA) member 13"
106885311,K25421,"DYNLT5, TCTEX1D1; dynein light chain Tctex-type 5"
106885313,K05045,"SLC6A12, BGT1; solute carrier family 6 (neurotransmitter transporter, betaine/GABA) member 12"
106885315,K05034,"SLC6A1, GAT1; solute carrier family 6 (neurotransmitter transporter, GABA) member 1"
106885316,K12642,PKP2; plakophilin 2
106885317,,
106885318,K04130,CHRM2; muscarinic acetylcholine receptor M2
106885319,,
106885321,K05043,"SLCO1B; solute carrier organic anion transporter family, member 1B"
106885320,K13293,PDE4; cAMP-specific phosphodiesterase 4 [EC:3.1.4.53]
106885322,K08747,"SLCO1C; solute carrier organic anion transporter family, member 1C"
106885323,K22843,"ETFBKMT, METTL20; ETFB lysine methyltransferase [EC:2.1.1.-]"
106885324,,
106885325,K20813,TDG; thymine-DNA glycosylase [EC:3.2.2.29]
106885326,,
106885328,K11446,"KDM5, JARID1; [histone H3]-trimethyl-L-lysine4 demethylase [EC:1.14.11.67]"
106885329,K18755,"IPO8, RANBP8; importin-8"
106885330,K00901,"dgkA, DGK; diacylglycerol kinase (ATP) [EC:2.7.1.107]"
106885331,,
106885332,K20161,DENND2; DENN domain-containing protein 2
106885333,K12327,CALD1; caldesmon
106885335,K08747,"SLCO1C; solute carrier organic anion transporter family, member 1C"
106885336,K07374,TUBA; tubulin alpha
106885337,K07374,TUBA; tubulin alpha
106885338,K15687,MKRN; E3 ubiquitin-protein ligase makorin [EC:2.3.2.27]
106885340,K19013,"STAB2, HARE; stabilin-2"
106885341,K00251,AKR1D1; 3-oxo-5-beta-steroid 4-dehydrogenase [EC:1.3.1.3]
106885344,K16072,"ERC1, CAST2, ELKS; ELKS/RAB6-interacting/CAST family member 1"
106885345,K12899,"SRSF11, SFRS11; serine/arginine-rich splicing factor 11"
106885346,,
106885347,K03447,"SLC37A3; MFS transporter, OPA family, solute carrier family 37 (glycerol-3-phosphate transporter), member 3"
106885348,K19021,"PDE3A; cGMP-inhibited 3',5'-cyclic phosphodiesterase A [EC:3.1.4.17]"
106885327,K00419,"QCR9, UCRC; ubiquinol-cytochrome c reductase subunit 9"
106885349,K08065,"NFYB, HAP3; nuclear transcription Y subunit beta"
106885350,K23424,TMTC; protein O-mannosyl-transferase [EC:2.4.1.-]
106885352,K18463,CCDC53; WASH complex subunit CCDC53
106885353,K02150,"ATPeV1E, ATP6E; V-type H+-transporting ATPase subunit E"
106885351,K11217,JAK1; Janus kinase 1 [EC:2.7.10.2]
106885354,,
106885355,K04861,CACNA2D4; voltage-dependent calcium channel alpha-2/delta-4
106885356,,
106885357,,
106885358,K25830,CECR2; cat eye syndrome critical region protein 2
106885359,K00500,"phhA, PAH; phenylalanine-4-hydroxylase [EC:1.14.16.1]"
106885360,K05229,PMCH; pro-melanin-concentrating hormone
106885361,K05459,IGF1; insulin-like growth factor 1
106885362,K17452,AEBP2; zinc finger protein AEBP2
106885363,K14444,"SLC13A1_4; solute carrier family 13 (sodium/sulfate cotransporter), member 1/4"
106885365,K05164,"IL17RA, CD217; interleukin 17 receptor A"
106885364,K05956,RABGGTB; geranylgeranyl transferase type-2 subunit beta [EC:2.5.1.60]
106885366,,
106885367,K14302,NUP37; nuclear pore complex protein Nup37
106885368,K07855,RERG; Ras-related and estrogen-regulated growth inhibitor
106885369,K22182,TXNRD; thioredoxin reductase (NADPH) [EC:1.8.1.9]
106885370,K13340,PEX26; peroxin-26
106885372,K00799,"GST, gst; glutathione S-transferase [EC:2.5.1.18]"
106885373,K13137,"STRAP, UNRIP; serine-threonine kinase receptor-associated protein"
106885374,K10280,FBXL14; F-box and leucine-rich repeat protein 14
106885375,K19572,"CECR1, ADA2; adenosine deaminase CECR1 [EC:3.5.4.4]"
106885378,K08869,"ADCK, ABC1; aarF domain-containing kinase"
106885379,K15122,SLC41A; solute carrier family 41
106885380,K03447,"SLC37A3; MFS transporter, OPA family, solute carrier family 37 (glycerol-3-phosphate transporter), member 3"
106885381,K01832,"TBXAS1, CYP5A; thromboxane-A synthase [EC:5.3.99.5]"
106885382,K24098,LMO1_3; rhombotin-1/3
106885383,K17535,TNNI3K; serine/threonine-protein kinase TNNI3K [EC:2.7.11.1]
106885384,K13869,"SLC7A11; solute carrier family 7 (L-type amino acid transporter), member 11"
106885385,,
106885386,,
106885387,K07515,HADHA; enoyl-CoA hydratase / long-chain 3-hydroxyacyl-CoA dehydrogenase [EC:4.2.1.17 1.1.1.211]
106885388,,
106885391,K07903,RAB10; Ras-related protein Rab-10
106885389,K24055,LRRC7; leucine-rich repeat-containing protein 7
106885392,K07509,HADHB; acetyl-CoA acyltransferase [EC:2.3.1.16]
106885393,K00993,EPT1; ethanolaminephosphotransferase [EC:2.7.8.1]
106885394,K13205,"AAR2, C20orf4; A1 cistron-splicing factor AAR2"
106885395,,
106885396,K19553,TGIF2; homeobox protein TGIF2
106885397,K24387,L3MBTL; lethal(3)malignant brain tumor-like protein
106885398,K12893,"SRSF4_5_6, SFRS4_5_6; serine/arginine-rich splicing factor 4/5/6"
106885399,,
106885401,K14971,"NCOA6, ASC2; nuclear receptor coactivator 6"
106885402,,
106885403,K23961,EPB41L1_2_3; band 4.1-like protein 1/2/3
106885404,K21247,TP53INP2; tumor protein p53-inducible nuclear protein 2
106885405,K17592,SACS; sacsin
106885406,,
106885407,K00681,ggt; gamma-glutamyltranspeptidase / glutathione hydrolase [EC:2.3.2.2 3.4.19.13]
106885408,K12755,MYL9; myosin regulatory light chain 9
106885409,K22195,TMEM196; transmembrane protein 196
106885410,K20065,SGIP1; SH3-containing GRB2-like protein 3-interacting protein 1
106885411,,
106885412,K09458,"fabF, OXSM, CEM1; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]"
106885400,K23080,CASTOR1; cytosolic arginine sensor for mTORC1 subunit 1
106885414,K20217,UBE2E; ubiquitin-conjugating enzyme E2 E [EC:2.3.2.23]
106885415,K20356,AGR2; anterior gradient protein 2
106885416,K25803,MALSU1; mitochondrial assembly of ribosomal large subunit protein 1
106885413,,
106885417,K02875,"RP-L14e, RPL14; large subunit ribosomal protein L14e"
106885418,,
106885419,K20732,GPNMB; transmembrane glycoprotein NMB
106885422,K20465,"OSBPL9_10_11, ORP9_10_11; oxysterol-binding protein-related protein 9/10/11"
106885423,K06062,"PCAF, KAT2, GCN5; histone acetyltransferase [EC:2.3.1.48]"
106885425,K23929,EFHB; EF-hand domain-containing family member B
106885426,K24980,DAZ; deleted in azoospermia protein
106885427,K19475,WIPF; WAS/WASL-interacting protein
106885424,K15377,"SLC44A2_4_5; solute carrier family 44 (choline transporter-like protein), member 2/4/5"
